"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct","weather_ct","nas_ct","late_aircraft_ct","arr_delay","security_ct"
"363",0,11,"OO","SkyWest Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2516,289,50.06,2.5,110.21,126.19,19078,0.04
"364",0,11,"OO","SkyWest Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",6435,1047,151.81,19.03,368.04,506.12,81946,2
"365",0,11,"OO","SkyWest Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1049,72,21.44,0.81,14.51,32.24,6319,3
"366",0,11,"OO","SkyWest Airlines Inc.","SFO","San Francisco, CA: San Francisco International",2854,714,65.25,28.97,395.32,223.63,60379,0.82
"367",0,11,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",504,58,14.64,0,15.82,27.54,3210,0
"368",0,11,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",87,10,3.1,0,0.2,6.71,644,0
"369",0,11,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",4727,301,95.87,2.53,87.37,115.22,17801,0
"370",0,11,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",625,43,18.44,0.35,4.28,19.94,2902,0
"371",0,11,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",5104,313,105.59,2.37,87.08,117.96,21035,0
"372",0,11,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1003,114,31.71,0,39.76,42.53,7265,0
"373",0,11,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2199,203,58.99,0,92.77,51.24,12659,0
"374",0,11,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5823,456,132.31,2.34,145.68,175.67,29694,0
"375",0,11,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",669,62,20.66,0,14.18,27.16,2817,0
"376",0,11,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",5078,978,139.79,8.25,641.3,188.66,73620,0
"377",0,11,"VX","Virgin America","DEN","Denver, CO: Denver International",86,9,1.82,0.25,0.43,6.5,432,0
"378",0,11,"VX","Virgin America","LAS","Las Vegas, NV: McCarran International",372,72,18.43,0.3,18.48,34.79,3838,0
"379",0,11,"VX","Virgin America","LAX","Los Angeles, CA: Los Angeles International",1246,251,54.14,14.97,99.38,76.68,11569,5.82
"380",0,11,"VX","Virgin America","ORD","Chicago, IL: Chicago O'Hare International",142,11,4.97,0,2.24,3.79,470,0
"381",0,11,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",1982,514,82.55,23.56,316.18,91.63,28772,0.07
"382",0,11,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3410,287,108.81,1.01,42.52,134.31,12734,0.36
"383",0,11,"WN","Southwest Airlines Co.","CLT","Charlotte, NC: Charlotte Douglas International",231,24,9.73,0,6.23,8.04,889,0
"384",0,11,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5511,519,190.54,3.21,76.15,244.45,23449,4.65
"385",0,11,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",5695,667,192.27,5.52,125.89,339.19,29413,4.13
"386",0,11,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3496,546,171.05,1.43,145.94,225.18,24882,2.4
"387",0,11,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4855,582,199.3,2.95,80.73,297.26,27332,1.77
"388",0,11,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1457,369,89.66,4.63,147.61,127.1,22946,0
"389",0,12,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",921,165,54.63,7.75,46.3,56.32,9888,0
"390",0,12,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7842,1030,337.14,33.42,333.81,323.61,57457,2.02
"391",0,12,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",886,207,79.89,6.04,62.64,58.43,10331,0
"392",0,12,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",11605,1963,506.1,70.85,747.4,631.21,130822,7.43
"393",0,12,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",546,104,36.57,1.43,37.78,27.54,5192,0.69
"394",0,12,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",1207,240,89.15,9.44,57.73,83.52,12683,0.17
"395",0,12,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3245,486,156.89,18.07,176.16,134.57,35768,0.31
"396",0,12,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5388,977,214.25,26.34,488.27,245.4,64615,2.74
"397",0,12,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4739,701,229.73,16.15,251.57,200.78,38144,2.76
"398",0,12,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1146,203,68.31,7.11,83.5,43.16,10629,0.91
"399",0,12,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",54,5,1.99,0,3.01,0,289,0
"400",0,12,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",122,15,4.99,0,6.55,3.46,516,0
"401",0,12,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",111,17,3.21,0,8.45,5.34,633,0
"402",0,12,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",48,12,5.27,0,5.73,1,408,0
"403",0,12,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",329,53,13.49,0.89,22.75,15.87,2699,0
"404",0,12,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",627,92,28.51,0,47.98,15.51,3781,0
"405",0,12,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",170,27,10.62,1.35,11.67,3.07,1631,0.3
"406",0,12,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",206,37,14.93,0,11.34,10.73,1568,0
"407",0,12,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",477,75,17.08,0.98,30.74,26.2,3076,0
"408",0,12,"B6","JetBlue Airways","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",144,42,17.31,0.71,19.33,3.74,2488,0.9
"409",0,12,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",104,36,13.94,0.79,13.49,7.78,2455,0
"410",0,12,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",88,30,12.68,1.76,10.87,4.69,1892,0
"411",0,12,"B6","JetBlue Airways","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",47,15,5.07,0,7,2.65,1152,0.28
"412",0,12,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",364,60,24.59,0,19.44,15.44,3456,0.53
"413",0,12,"B6","JetBlue Airways","LAX","Los Angeles, CA: Los Angeles International",531,121,41.45,5,53.26,21.29,7026,0
"414",0,12,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",164,54,22.59,0.06,15.36,15.6,4055,0.39
"415",0,12,"B6","JetBlue Airways","PHX","Phoenix, AZ: Phoenix Sky Harbor International",62,16,4.52,0.55,7.77,3.16,805,0
"416",0,12,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",478,87,24.62,1.03,43.86,17.21,6118,0.29
"417",0,12,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",19004,2217,621.8,128.48,790.74,669.99,220039,6
"418",0,12,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",451,56,22.82,3.47,18.44,11.28,2982,0
"419",0,12,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",832,140,58.67,9.89,46.08,25.36,8152,0
"420",0,12,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",472,62,30.81,2.88,14.28,14.02,3563,0
"421",0,12,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",240,41,17.49,3.3,11.53,8.68,2209,0
"422",0,12,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1031,88,27.92,9.67,29.12,20.28,5072,1
"423",0,12,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2753,355,128.69,31.17,126.44,68.7,22582,0
"424",0,12,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",589,87,24.08,8.42,38.52,15.97,5489,0
"425",0,12,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",620,76,35.2,9.25,16.18,15.37,4563,0
"426",0,12,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",958,100,30.73,11.41,41.67,15.19,6132,1
"427",0,12,"EV","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1490,265,73.39,0,72.79,118.82,19013,0
"428",0,12,"EV","ExpressJet Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",220,54,22.68,0,9.5,21.82,4673,0
"429",0,12,"EV","ExpressJet Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",928,166,48.73,0,30.08,87.19,14722,0
"430",0,12,"EV","ExpressJet Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",3156,523,71.23,29.51,253.21,169.06,34271,0
"431",0,12,"EV","ExpressJet Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",1275,286,46.95,10.8,146.19,82.06,19234,0
"432",0,12,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",276,53,15.73,0.25,13.9,23.13,4077,0
"433",0,12,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",93,16,8.4,0.28,2.82,4.5,1081,0
"434",0,12,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1569,342,84.97,5.94,114.21,136.88,20860,0
"435",0,12,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",56,13,4.34,0,4.13,4.53,645,0
"436",0,12,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",56,13,4.06,0,3.4,5.54,828,0
"437",0,12,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",677,158,44.91,0.76,49.08,63.25,10975,0
"438",0,12,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",124,25,12.71,0.67,5.44,6.18,1455,0
"439",0,12,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",223,55,10.46,0,27.91,16.62,3287,0
"440",0,12,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",253,53,19.98,0.44,15.86,16.72,3768,0
"441",0,12,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",118,38,16.15,0.66,13.86,7.33,2547,0
"442",0,12,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",79,17,16,0,0,1,904,0
"443",0,12,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",171,47,28.74,0,0,18.26,2251,0
"444",0,12,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31,9,9,0,0,0,749,0
"445",0,12,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62,14,8.95,0,0,5.05,667,0
"446",0,12,"NK","Spirit Air Lines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",611,107,22.36,2.15,52.06,30.19,5995,0.24
"447",0,12,"NK","Spirit Air Lines","DEN","Denver, CO: Denver International",254,32,4.54,0.44,20.97,6.05,1279,0
"448",0,12,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",585,109,23.43,0.41,49.66,34.1,7203,1.4
"449",0,12,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",484,74,19.08,1.37,36.83,16.72,5988,0
"450",0,12,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",1027,137,33.62,6.26,62.93,34.19,10416,0
"451",0,12,"NK","Spirit Air Lines","LAX","Los Angeles, CA: Los Angeles International",646,92,24.61,5.68,40.19,20.55,6497,0.97
"452",0,12,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",745,157,31.88,0.18,95.44,29.38,9750,0.12
"453",0,12,"NK","Spirit Air Lines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",93,10,1.51,0.11,2.88,5.51,875,0
"454",0,12,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1817,432,79.88,18.02,106.41,227.69,42111,0
"455",0,12,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",89,16,3.64,1.47,5.01,5.88,924,0
"456",0,12,"OO","SkyWest Airlines Inc.","DEN","Denver, CO: Denver International",3849,764,151.84,19.31,255.48,334.25,68040,3.11
"457",0,12,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",455,114,24.56,2.92,37.78,48.73,9930,0
"458",0,12,"OO","SkyWest Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",632,175,42.83,3.96,65.15,63.06,12488,0
"459",0,12,"OO","SkyWest Airlines Inc.","LAS","Las Vegas, NV: McCarran International",333,51,16.15,2.58,7.96,24.3,4241,0
"460",0,12,"OO","SkyWest Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2547,341,60.03,4.25,118.5,157.04,26851,1.18
"461",0,12,"OO","SkyWest Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",6027,1612,232.64,46.37,596.08,733.39,142880,3.52
"462",0,12,"OO","SkyWest Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1131,106,22.6,1.18,17.18,65.04,9989,0
"463",0,12,"OO","SkyWest Airlines Inc.","SFO","San Francisco, CA: San Francisco International",3088,531,80.97,10.71,185.38,251.41,39616,2.53
"464",0,12,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",491,76,18.92,6.05,29.27,21.76,4587,0
"465",0,12,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",104,20,5.25,1.59,4.24,8.92,1282,0
"466",0,12,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",4788,596,165.3,31.64,230.11,168.95,36807,0
"467",0,12,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",590,105,26.73,4.53,33.82,39.92,5948,0
"468",0,12,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",5375,668,175.07,32.41,291.39,169.14,37913,0
"469",0,12,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",917,125,35.52,6.02,29.26,54.21,6309,0
"470",0,12,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2359,288,90.29,14.32,112.35,71.04,15826,0
"471",0,12,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5639,781,162.73,28.11,371.58,218.58,53189,0
"472",0,12,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",662,90,31.78,2.23,20.85,35.14,5675,0
"473",0,12,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",5107,702,206.89,34.54,286.31,174.27,42318,0
"474",0,12,"VX","Virgin America","DEN","Denver, CO: Denver International",89,13,2.69,0,4.93,5.38,591,0
"475",0,12,"VX","Virgin America","LAS","Las Vegas, NV: McCarran International",391,47,9.72,0.11,13.65,23.52,2293,0
"476",0,12,"VX","Virgin America","LAX","Los Angeles, CA: Los Angeles International",1281,221,83.85,4.21,72.62,58.8,10735,1.52
"477",0,12,"VX","Virgin America","ORD","Chicago, IL: Chicago O'Hare International",145,49,12.69,0,27.16,8.01,2343,1.13
"478",0,12,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",2036,320,98.59,6.25,117.94,93.26,15870,3.96
"479",0,12,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3485,681,207.18,7.02,158.72,302.88,32595,5.2
"480",0,12,"WN","Southwest Airlines Co.","CLT","Charlotte, NC: Charlotte Douglas International",231,61,24.06,2.69,8.77,25.47,3027,0
"481",0,12,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5590,1122,347.71,12.16,274.96,479.94,51888,7.22
"482",0,12,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",5827,880,262.87,11.57,132.55,466.45,38409,6.57
"483",0,12,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3431,550,197.53,6.14,81.3,262.73,26389,2.3
"484",0,12,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4992,877,301.27,6.1,115.64,451.4,40918,2.59
"485",0,12,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1441,232,70.25,4.52,37.21,120.03,12874,0
"486",1,1,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1834,341,68.24,19.87,82.68,170.22,35797,0
"487",1,1,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",189,31,8.19,0.51,12.44,9.86,1190,0
"488",1,1,"9E","Endeavor Air Inc.","DEN","Denver, CO: Denver International",3,0,0,0,0,0,0,0
"489",1,1,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",225,29,12.6,0.45,8.29,7.66,1751,0
"490",1,1,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",108,20,7.7,2.32,6.34,3.65,1419,0
"491",1,1,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",167,29,7.95,0,15.99,5.06,1412,0
"492",1,1,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",956,153,64.22,5.08,40.49,41.94,8794,1.27
"493",1,1,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7828,948,321.13,38.7,267.73,318.64,61664,1.8
"494",1,1,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",881,138,55.48,3.62,34.01,42.23,6502,2.66
"495",1,1,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",11495,1370,423.27,69.78,393.05,479.65,98510,4.25
"496",1,1,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",475,83,27.84,2.55,32.35,20.26,5585,0
"497",1,1,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",1211,161,69.37,7.44,44.79,38.13,8712,1.26
"498",1,1,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3153,371,148.71,20.3,109.1,91.79,25934,1.1
"499",1,1,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5203,755,211.23,22.41,286.82,231.91,44973,2.63
"500",1,1,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4765,995,192.76,20.7,607.63,172.69,48903,1.22
"501",1,1,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1119,231,51.82,8,125.32,45.56,11292,0.3
"502",1,1,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",36,2,0,0,2,0,39,0
"503",1,1,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",124,19,8.78,0,5.91,4.31,1004,0
"504",1,1,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",100,4,1,0,2.24,0.76,133,0
"505",1,1,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",36,9,4.68,0,3.47,0.85,395,0
"506",1,1,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",324,27,10.96,0,11.22,3.82,1463,1
"507",1,1,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",702,56,13.28,1.68,34.53,6.51,2480,0
"508",1,1,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",156,18,3.48,0,13.52,1,620,0
"509",1,1,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",201,53,6.59,0,43.71,2.7,2032,0
"510",1,1,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",493,95,8.1,0,78.65,8.26,5506,0
"511",1,1,"B6","JetBlue Airways","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",147,41,16.73,0.79,12.53,10.88,2381,0.07
"512",1,1,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",117,27,10.32,1.02,8.41,7.25,2313,0
"513",1,1,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",89,15,5.48,0.14,2.31,7.07,932,0
"514",1,1,"B6","JetBlue Airways","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",51,16,6.15,0,6.83,3.02,1144,0
"515",1,1,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",399,83,23.73,5.9,21.33,31.23,5690,0.81
"516",1,1,"B6","JetBlue Airways","LAX","Los Angeles, CA: Los Angeles International",529,87,45.01,4.01,17.45,20.39,6923,0.14
"517",1,1,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",171,56,26.06,1.77,12.46,15.72,4477,0
"518",1,1,"B6","JetBlue Airways","PHX","Phoenix, AZ: Phoenix Sky Harbor International",62,24,5.11,0,10.77,7.51,1472,0.6
"519",1,1,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",512,116,28.07,5.52,58.2,24.21,7840,0
"520",1,1,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",19038,2662,626.11,178.39,939.91,917.58,240743,0
"521",1,1,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",431,57,22.63,5.9,14.94,13.53,3046,0
"522",1,1,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",778,93,27.2,9.91,33.26,22.63,6856,0
"523",1,1,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",510,59,21.05,9.44,10.49,18.02,3723,0
"524",1,1,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",221,37,18.87,4.38,6.35,7.39,2412,0
"525",1,1,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1132,123,38.39,16.35,43.6,24.65,8336,0
"526",1,1,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2455,327,122.53,30.27,124.96,49.24,21413,0
"527",1,1,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",547,80,14.69,13.61,37.72,13.98,5124,0
"528",1,1,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",582,94,26.53,5.11,50.9,11.47,4734,0
"529",1,1,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",727,122,27.19,18.02,64.27,12.51,7289,0
"530",1,1,"EV","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",905,198,46.82,0,48.93,102.26,17115,0
"531",1,1,"EV","ExpressJet Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",279,57,21.21,0,8.17,27.62,4270,0
"532",1,1,"EV","ExpressJet Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",930,114,34.15,0,22.98,56.87,11875,0
"533",1,1,"EV","ExpressJet Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",3259,368,60.54,19.12,188.15,100.2,30802,0
"534",1,1,"EV","ExpressJet Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",912,221,32.41,8.93,86.41,93.25,18107,0
"535",1,1,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",272,50,19.31,0.34,6.8,23.55,4155,0
"536",1,1,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",93,16,7.43,2.02,3.12,3.43,1059,0
"537",1,1,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1607,286,72.93,3.53,73.88,135.65,22245,0
"538",1,1,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",40,7,3.2,0,0,3.8,389,0
"539",1,1,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",62,12,3.65,0,3.95,4.4,820,0
"540",1,1,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",663,154,43.68,2.69,38.15,69.48,11844,0
"541",1,1,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",124,25,7.22,0.79,8.6,8.39,1512,0
"542",1,1,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",217,40,3.69,0,11.39,24.92,4181,0
"543",1,1,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",253,82,17.07,0.03,41.46,23.44,5716,0
"544",1,1,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",129,48,12.46,0.63,26.46,8.46,3047,0
"545",1,1,"G4","Allegiant Air","DEN","Denver, CO: Denver International",8,2,0,0.88,1.12,0,178,0
"546",1,1,"G4","Allegiant Air","LAS","Las Vegas, NV: McCarran International",694,130,41.89,3.7,19.19,65.12,11249,0.09
"547",1,1,"G4","Allegiant Air","LAX","Los Angeles, CA: Los Angeles International",109,31,3.34,1.47,10.59,15.28,1968,0.32
"548",1,1,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",80,24,21.35,0.84,0.83,0.97,747,0
"549",1,1,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",162,62,56.15,0,0.68,4.43,2373,0.75
"550",1,1,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31,12,11.7,0.3,0,0,570,0
"551",1,1,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62,16,15.77,0,0,0.23,502,0
"552",1,1,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",56,6,1.09,0.79,2.46,1.67,224,0
"553",1,1,"MQ","Envoy Air","CLT","Charlotte, NC: Charlotte Douglas International",65,9,1.98,0.86,3.42,2.74,625,0
"554",1,1,"MQ","Envoy Air","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",4491,733,150.07,59.75,185.9,335.89,48316,1.39
"555",1,1,"MQ","Envoy Air","IAH","Houston, TX: George Bush Intercontinental/Houston",126,34,6.07,6.48,15.1,6.35,1936,0
"556",1,1,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",4704,1098,180.21,54.05,427.38,434.19,69063,2.18
