"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct","weather_ct","nas_ct","late_aircraft_ct","arr_delay","security_ct"
"733",1,2,"YX","Republic Airline","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",250,58,17.74,1.86,27.67,10.73,4012,0
"734",1,2,"YX","Republic Airline","IAH","Houston, TX: George Bush Intercontinental/Houston",1174,256,51.72,10.66,118.28,75.34,15905,0
"735",1,2,"YX","Republic Airline","ORD","Chicago, IL: Chicago O'Hare International",1406,276,41.29,1.6,176.47,56.64,17528,0
"736",1,3,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",2294,359,59.06,7.9,130.1,161.94,24057,0
"737",1,3,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",336,55,13.83,1.4,16.44,23.32,2403,0
"738",1,3,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",311,57,13.77,1.58,27.46,14.19,2441,0
"739",1,3,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",131,28,7.35,0.01,13.27,7.37,1622,0
"740",1,3,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",224,39,7.74,2.32,15.57,13.37,2196,0
"741",1,3,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",965,140,54.06,3,35.25,47.69,7131,0
"742",1,3,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8249,903,292.17,16.01,263.15,330.22,50632,1.46
"743",1,3,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",909,162,71.04,3.1,47.63,39.88,8019,0.35
"744",1,3,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",12040,1473,402.43,30.07,459.5,577.04,96433,3.96
"745",1,3,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",538,106,40.58,2.68,35.57,27.17,5547,0
"746",1,3,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",1269,197,75.14,1.97,71.52,48.11,9243,0.27
"747",1,3,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3332,467,140.46,10.23,212.36,103.22,24902,0.72
"748",1,3,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5206,667,222.09,13.34,229.34,201.88,35276,0.36
"749",1,3,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5198,690,221.31,7.67,243.97,216.02,34624,1.04
"750",1,3,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1088,287,62.55,3.12,168.2,53.13,18547,0
"751",1,3,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",52,3,1.35,0,0.65,1,112,0
"752",1,3,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",136,33,5.7,0,21.58,5.72,1254,0
"753",1,3,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",114,14,3.97,0,8.49,1.53,669,0
"754",1,3,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",46,5,0.39,0,3.29,1.31,154,0
"755",1,3,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",321,45,9.92,0,23.03,11.16,1627,0.88
"756",1,3,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",563,70,6.94,0.29,53.54,8.94,2649,0.3
"757",1,3,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",154,23,3.68,0,18.44,0.88,757,0
"758",1,3,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",346,51,9.58,0.78,30.06,10.57,2117,0
"759",1,3,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",323,79,9.45,0.84,56.96,11.75,4565,0
"760",1,3,"B6","JetBlue Airways","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",265,55,29.61,1.58,12.43,11.38,3011,0
"761",1,3,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",119,35,15.77,1.32,8.49,9.43,2142,0
"762",1,3,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",88,18,9.79,0,2.7,4.77,740,0.73
"763",1,3,"B6","JetBlue Airways","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",53,12,3.23,1,5.83,1.94,613,0
"764",1,3,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",403,102,37.05,0.75,26.36,37.84,6046,0
"765",1,3,"B6","JetBlue Airways","LAX","Los Angeles, CA: Los Angeles International",551,158,50.7,2.6,80.88,23.81,7278,0
"766",1,3,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",177,59,28.66,0,11.27,19.07,3797,0
"767",1,3,"B6","JetBlue Airways","PHX","Phoenix, AZ: Phoenix Sky Harbor International",62,15,8.86,0.4,2.55,3.19,634,0
"768",1,3,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",538,188,38.65,1.36,114,32.99,11792,1
"769",1,3,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",21208,2135,592.53,72.96,768.96,697.4,117864,3.14
"770",1,3,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",509,49,16.68,3.84,19.31,9.17,2612,0
"771",1,3,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",1128,181,70.42,6.35,72.21,32.03,11562,0
"772",1,3,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",436,50,21.37,0.84,13.61,14.18,2342,0
"773",1,3,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",269,40,15.12,2.44,12.77,9.67,1866,0
"774",1,3,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1166,140,46.22,3.21,61.57,29,6755,0
"775",1,3,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2739,656,167.61,12.99,381.21,94.19,33323,0
"776",1,3,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",617,82,30.93,1.41,30.58,19.08,3564,0
"777",1,3,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",765,115,44.1,3.26,44.01,22.68,5037,0.94
"778",1,3,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",888,210,28.46,3.71,167.91,9.91,14821,0
"779",1,3,"EV","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1001,200,58.94,0,44.71,96.35,14688,0
"780",1,3,"EV","ExpressJet Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",150,31,10.15,0,2.06,18.79,2861,0
"781",1,3,"EV","ExpressJet Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",934,91,32.19,0,18.97,39.84,8749,0
"782",1,3,"EV","ExpressJet Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",4040,375,54.87,5.02,226.36,88.75,29983,0
"783",1,3,"EV","ExpressJet Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",835,160,21.45,2.16,90.88,45.51,9778,0
"784",1,3,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",252,50,15.38,0,12.63,21.99,3850,0
"785",1,3,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",93,8,3.14,0,2,2.86,251,0
"786",1,3,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1564,264,70.41,1.12,94.66,97.81,17331,0
"787",1,3,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",36,10,1.33,0,2.51,6.16,542,0
"788",1,3,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",44,6,1.17,0,1.83,3,306,0
"789",1,3,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",608,154,38.67,0.2,49.37,65.75,8964,0
"790",1,3,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",124,37,11.71,0,18.84,6.44,1858,0
"791",1,3,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",205,47,14.14,0,14.7,18.16,2628,0
"792",1,3,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",248,46,14.74,0,19.99,11.26,2564,0
"793",1,3,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",129,54,8.22,0.09,36.09,9.61,4059,0
"794",1,3,"G4","Allegiant Air","DEN","Denver, CO: Denver International",9,1,0,0,1,0,27,0
"795",1,3,"G4","Allegiant Air","LAS","Las Vegas, NV: McCarran International",786,184,46.15,5.22,49.27,80.99,11162,2.37
"796",1,3,"G4","Allegiant Air","LAX","Los Angeles, CA: Los Angeles International",117,45,10.34,0.67,23.97,10.02,1863,0
"797",1,3,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",79,8,7,0,0,1,278,0
"798",1,3,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",176,42,25.47,0,0,15.59,1678,0.94
"799",1,3,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31,9,6.03,0,0,1.97,660,1
"800",1,3,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62,10,6.32,0,0,2.92,323,0.76
"801",1,3,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",61,6,0.51,1,2.13,2.37,689,0
"802",1,3,"MQ","Envoy Air","CLT","Charlotte, NC: Charlotte Douglas International",310,49,11.7,0.91,11.48,24.82,2323,0.09
"803",1,3,"MQ","Envoy Air","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",4644,564,127.74,39.55,169.03,226.56,33763,1.12
"804",1,3,"MQ","Envoy Air","IAH","Houston, TX: George Bush Intercontinental/Houston",115,21,4.09,0.78,9.37,6.76,1007,0
"805",1,3,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",4786,587,135.09,14.34,244.56,191.84,33279,1.17
"806",1,3,"NK","Spirit Air Lines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",633,78,14.35,0.35,43.71,19.5,4391,0.09
"807",1,3,"NK","Spirit Air Lines","DEN","Denver, CO: Denver International",258,27,6.59,5.31,11.43,3.68,2102,0
"808",1,3,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",608,69,15.4,1.6,34.34,17.66,6194,0
"809",1,3,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",495,33,4.74,0.23,18.85,9.19,3158,0
"810",1,3,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",1085,123,33.47,1.24,57.12,30.57,11516,0.6
"811",1,3,"NK","Spirit Air Lines","LAX","Los Angeles, CA: Los Angeles International",680,129,23.39,1.88,87.42,16.31,6838,0
"812",1,3,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",800,121,16.98,2.36,66.36,33.37,6559,1.94
"813",1,3,"NK","Spirit Air Lines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",93,13,2.71,1,5.19,4.1,390,0
"814",1,3,"OH","PSA Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",79,18,7.23,0.06,5.76,4.95,907,0
"815",1,3,"OH","PSA Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8237,1405,245.53,25.54,378.17,752.82,75930,2.94
"816",1,3,"OH","PSA Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",181,33,10.79,0.41,12.47,9.33,1689,0
"817",1,3,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",2147,440,82.43,11.03,150.12,196.25,31722,0.17
"818",1,3,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",133,27,9.67,0.48,9.9,6.96,1516,0
"819",1,3,"OO","SkyWest Airlines Inc.","DEN","Denver, CO: Denver International",3767,419,97.92,7.45,171.51,142.12,41192,0
"820",1,3,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",552,83,23.82,4.9,17.45,36.83,7001,0
"821",1,3,"OO","SkyWest Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",400,72,20.7,3.74,29.61,17.94,5692,0
"822",1,3,"OO","SkyWest Airlines Inc.","LAS","Las Vegas, NV: McCarran International",260,51,6.59,1.77,8.94,33.7,4259,0
"823",1,3,"OO","SkyWest Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3053,742,76.46,12.28,374.75,277.52,45553,1
"824",1,3,"OO","SkyWest Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",6085,866,169.14,17.54,317.6,360.08,63825,1.65
"825",1,3,"OO","SkyWest Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1200,108,20.5,1.03,32.2,54.17,9871,0.09
"826",1,3,"OO","SkyWest Airlines Inc.","SFO","San Francisco, CA: San Francisco International",3300,933,86.95,46.59,522.55,275.91,84926,1
"827",1,3,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",444,50,15.02,2.51,12.99,19.48,2700,0
"828",1,3,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",51,10,3.28,0.12,0.29,6.32,595,0
"829",1,3,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",5115,505,126.95,12.84,210.72,154.5,35107,0
"830",1,3,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",560,67,22.07,3.12,25.56,16.25,3609,0
"831",1,3,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",5221,537,139.87,17.15,210.38,169.61,32743,0
"832",1,3,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1045,127,26.29,3.16,35.63,61.93,7655,0
"833",1,3,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2267,374,105.34,9.98,166.51,92.17,22298,0
"834",1,3,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5657,568,144.04,12.33,205.94,205.69,35059,0
"835",1,3,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",721,86,28.72,2.32,21.06,33.9,4966,0
"836",1,3,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",4847,1067,165.63,16.73,670.52,214.12,80200,0
"837",1,3,"VX","Virgin America","DEN","Denver, CO: Denver International",60,14,4.97,0,3.84,5.19,740,0
"838",1,3,"VX","Virgin America","LAS","Las Vegas, NV: McCarran International",364,79,24.19,0.65,18.42,35.65,4755,0.09
"839",1,3,"VX","Virgin America","LAX","Los Angeles, CA: Los Angeles International",1335,311,61.87,1.32,160.86,85.57,15993,1.38
"840",1,3,"VX","Virgin America","ORD","Chicago, IL: Chicago O'Hare International",83,17,7.45,0,5,4.56,942,0
"841",1,3,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",2136,649,103.36,4.07,380.03,157.69,42967,3.85
"842",1,3,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3631,509,167.8,7.63,122.94,208.16,23235,2.47
"843",1,3,"WN","Southwest Airlines Co.","CLT","Charlotte, NC: Charlotte Douglas International",236,50,15.49,1.25,11.24,22.02,2319,0
"844",1,3,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5765,1135,338.89,24.08,269.11,500.68,59960,2.23
"845",1,3,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",6240,1268,342.62,8.08,242.11,671.1,60253,4.09
"846",1,3,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3648,1331,301.92,12.13,539.92,474.37,66877,2.66
"847",1,3,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5590,1208,410.7,9.35,218.46,565.55,53300,3.94
"848",1,3,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1410,583,110.09,7.36,214.19,251.37,41551,0
"849",1,3,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",158,13,7,0,5,1,827,0
"850",1,3,"YV","Mesa Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",161,20,9,2,8,1,859,0
"851",1,3,"YV","Mesa Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",2672,340,93.12,21.73,97.6,124.61,21076,2.94
"852",1,3,"YV","Mesa Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",1944,239,77.94,13.32,91.17,53.56,16059,3
"853",1,3,"YV","Mesa Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1814,240,62.27,2.94,63.95,109.12,13771,1.72
"854",1,3,"YX","Republic Airline","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",505,53,15.23,0.12,20.74,16.91,2580,0
"855",1,3,"YX","Republic Airline","CLT","Charlotte, NC: Charlotte Douglas International",926,108,30.24,2.03,34.58,40.15,5298,1
"856",1,3,"YX","Republic Airline","DEN","Denver, CO: Denver International",332,38,7.95,0,17.45,12.6,2557,0
"857",1,3,"YX","Republic Airline","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",306,57,16.55,0,29.28,11.17,3395,0
"858",1,3,"YX","Republic Airline","IAH","Houston, TX: George Bush Intercontinental/Houston",1501,200,49.65,3.86,82.51,63.9,13820,0.09
"859",1,3,"YX","Republic Airline","ORD","Chicago, IL: Chicago O'Hare International",1723,245,41.95,5.69,125.17,72.19,11635,0
"860",1,4,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",2494,372,62.43,12.01,115.58,181.98,24866,0
"861",1,4,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",304,52,12.83,2.96,17.22,18.99,4013,0
"862",1,4,"9E","Endeavor Air Inc.","DEN","Denver, CO: Denver International",4,2,1.78,0,0.22,0,141,0
"863",1,4,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",218,41,9.33,1.28,22.33,8.06,2879,0
"864",1,4,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",112,23,8.77,0.46,9.69,4.08,1461,0
"865",1,4,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",267,51,12.2,3,18.72,17.08,4457,0
"866",1,4,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",930,145,51.6,5.07,50.15,38.02,7636,0.15
"867",1,4,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8183,935,282.75,26.97,259.32,365.75,54188,0.21
"868",1,4,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",823,137,52.99,5.92,34.24,43.84,6819,0
"869",1,4,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",11360,1560,400.4,46.85,578.45,532.04,108201,2.26
"870",1,4,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",609,127,45.47,5.55,40.35,35.26,6600,0.37
"871",1,4,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",1215,208,71.94,8.07,62.6,64.53,11496,0.85
"872",1,4,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3298,465,141.12,17.24,184.07,121.45,24917,1.12
"873",1,4,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",4941,609,201.51,15.64,176.8,213.04,36527,2
"874",1,4,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4730,577,183.31,11.2,193.72,188.77,35852,0
"875",1,4,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1072,219,69.02,6.38,93.16,49.75,11983,0.69
"876",1,4,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",60,1,0,0,0,1,26,0
"877",1,4,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",193,27,6.38,0,12.73,7.89,1164,0
"878",1,4,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",120,11,5.74,0,2.99,2.27,434,0
"879",1,4,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",52,7,0,0,3.61,3.39,185,0
"880",1,4,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",666,113,41.37,0.02,43.44,28.17,5385,0
"881",1,4,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",1850,374,64.84,7.82,218.31,81.6,18280,1.43
"882",1,4,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",231,26,10.37,0,9.78,5.85,889,0
"883",1,4,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",286,35,9.53,0.14,17.33,7.59,1376,0.42
"884",1,4,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",2307,572,109.61,3.65,306.72,151.7,34385,0.32
"885",1,4,"B6","JetBlue Airways","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",292,112,50.36,1.03,26.94,31.92,6932,1.75
"886",1,4,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",116,30,15.64,0,4.29,10.07,2839,0
"887",1,4,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",86,25,12.08,0,4.64,7.8,963,0.48
"888",1,4,"B6","JetBlue Airways","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",51,13,4.53,0,6.31,2.16,645,0
"889",1,4,"B6","JetBlue Airways","LAS","Las Vegas, NV: McCarran International",396,86,27.1,0,33.15,25.75,3776,0
"890",1,4,"B6","JetBlue Airways","LAX","Los Angeles, CA: Los Angeles International",529,112,35.54,3.47,53.04,19.96,6473,0
"891",1,4,"B6","JetBlue Airways","ORD","Chicago, IL: Chicago O'Hare International",171,76,30.61,0.98,16.7,27.71,4691,0
"892",1,4,"B6","JetBlue Airways","PHX","Phoenix, AZ: Phoenix Sky Harbor International",60,16,7.71,0,6.21,2.08,668,0
"893",1,4,"B6","JetBlue Airways","SFO","San Francisco, CA: San Francisco International",524,121,35.88,3.23,60.54,21.36,7748,0
"894",1,4,"DL","Delta Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",20637,2138,622.14,74.44,764.16,674.26,133813,3
"895",1,4,"DL","Delta Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",453,45,16.56,1.82,15.46,11.16,2546,0
"896",1,4,"DL","Delta Air Lines Inc.","DEN","Denver, CO: Denver International",1018,129,49.03,2.57,50.64,26.76,6594,0
"897",1,4,"DL","Delta Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",558,69,23.65,3.06,28.05,14.23,3989,0
"898",1,4,"DL","Delta Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",253,39,13.42,1.45,19.49,4.64,1349,0
"899",1,4,"DL","Delta Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1109,134,37.61,4.85,63.78,27.76,7019,0
"900",1,4,"DL","Delta Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2985,694,179.7,13.22,385.07,115.01,34110,1
"901",1,4,"DL","Delta Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",696,84,35.54,2.38,23.97,22.11,3964,0
"902",1,4,"DL","Delta Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",713,94,32.97,1.31,43.93,15.78,4672,0
"903",1,4,"DL","Delta Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",1150,265,57.18,5.01,174.67,27.85,14983,0.29
"904",1,4,"EV","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",791,123,31.56,0,18.44,73,13742,0
"905",1,4,"EV","ExpressJet Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",251,28,12.55,0,5.16,10.29,2755,0
"906",1,4,"EV","ExpressJet Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",723,74,33.69,0,15.4,24.91,7889,0
"907",1,4,"EV","ExpressJet Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",3189,406,41.82,11.56,274.64,77.98,23185,0
"908",1,4,"EV","ExpressJet Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",705,116,25.44,0.31,51.46,38.8,8631,0
"909",1,4,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",293,65,19.45,0.04,10.95,34.57,6644,0
"910",1,4,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",122,30,12.9,0,7.54,9.57,2380,0
"911",1,4,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1799,377,88.48,2.52,113.42,172.58,29672,0
"912",1,4,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",50,12,2.26,0,0.13,9.62,959,0
"913",1,4,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",56,13,2.64,0,2.3,8.06,939,0
"914",1,4,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",545,130,32.38,0.33,44.47,52.81,8984,0
"915",1,4,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",97,20,3.91,0,6.66,9.43,1218,0
"916",1,4,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",204,43,12.48,0.64,13.63,16.25,4678,0
"917",1,4,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",179,52,15.34,0,10.67,26,5360,0
"918",1,4,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",65,22,9.15,0,8.25,4.59,1760,0
"919",1,4,"G4","Allegiant Air","DEN","Denver, CO: Denver International",9,2,0,0,2,0,38,0
"920",1,4,"G4","Allegiant Air","LAS","Las Vegas, NV: McCarran International",749,150,43.53,2.23,39.55,63.88,13071,0.81
"921",1,4,"G4","Allegiant Air","LAX","Los Angeles, CA: Los Angeles International",97,29,6.92,0,9.16,12.92,2105,0
"922",1,4,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",77,9,8.68,0,0,0.32,339,0
"923",1,4,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",180,47,30.88,2,1.12,13,2205,0
"924",1,4,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",30,6,5,0,0,1,491,0
"925",1,4,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",60,8,6.13,1,0,0.87,158,0
"926",1,4,"MQ","Envoy Air","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",27,1,0,0,1,0,28,0
